0.5,0
0.5,0.03125
0.5,0.0625
0.5,0.09375
0.5,0.125
0.5,0.15625
0.5,0.1875
0.5,0.21875
0.5,0.25
0.5,0.28125
0.5,0.3125
0.5,0.34375
0.5,0.375
0.5,0.40625
0.5,0.4375
0.5,0.46875
0.5,0.5
0.46875,0.5
0.4375,0.5
0.40625,0.5
0.375,0.5
0.34375,0.5
0.3125,0.5
0.28125,0.5
0.25,0.5
0.21875,0.5
0.1875,0.5
0.15625,0.5
0.125,0.5
0.09375,0.5
0.0625,0.5
0.03125,0.5
0,0.5
-0.03125,0.5
-0.0625,0.5
-0.09375,0.5
-0.125,0.5
-0.15625,0.5
-0.1875,0.5
-0.21875,0.5
-0.25,0.5
-0.28125,0.5
-0.3125,0.5
-0.34375,0.5
-0.375,0.5
-0.40625,0.5
-0.4375,0.5
-0.46875,0.5
-0.5,0.5
-0.5,0.46875
-0.5,0.4375
-0.5,0.40625
-0.5,0.375
-0.5,0.34375
-0.5,0.3125
-0.5,0.28125
-0.5,0.25
-0.5,0.21875
-0.5,0.1875
-0.5,0.15625
-0.5,0.125
-0.5,0.09375
-0.5,0.0625
-0.5,0.03125
-0.5,0
-0.5,-0.03125
-0.5,-0.0625
-0.5,-0.09375
-0.5,-0.125
-0.5,-0.15625
-0.5,-0.1875
-0.5,-0.21875
-0.5,-0.25
-0.5,-0.28125
-0.5,-0.3125
-0.5,-0.34375
-0.5,-0.375
-0.5,-0.40625
-0.5,-0.4375
-0.5,-0.46875
-0.5,-0.5
-0.46875,-0.5
-0.4375,-0.5
-0.40625,-0.5
-0.375,-0.5
-0.34375,-0.5
-0.3125,-0.5
-0.28125,-0.5
-0.25,-0.5
-0.21875,-0.5
-0.1875,-0.5
-0.15625,-0.5
-0.125,-0.5
-0.09375,-0.5
-0.0625,-0.5
-0.03125,-0.5
0,-0.5
0.03125,-0.5
0.0625,-0.5
0.09375,-0.5
0.125,-0.5
0.15625,-0.5
0.1875,-0.5
0.21875,-0.5
0.25,-0.5
0.28125,-0.5
0.3125,-0.5
0.34375,-0.5
0.375,-0.5
0.40625,-0.5
0.4375,-0.5
0.46875,-0.5
0.5,-0.5
0.5,-0.46875
0.5,-0.4375
0.5,-0.40625
0.5,-0.375
0.5,-0.34375
0.5,-0.3125
0.5,-0.28125
0.5,-0.25
0.5,-0.21875
0.5,-0.1875
0.5,-0.15625
0.5,-0.125
0.5,-0.09375
0.5,-0.0625
0.5,-0.03125
0.4870967741935484,0
0.4870928885684038,0.030400218304282
0.4870812410537813,0.06080005529138568
0.4870618597095638,0.09119913056275923
0.4870347912271072,0.1215970655548907
0.4870001008167566,0.1519934844513008
0.4869578720507491,0.1823880150879176
0.4869082066618807,0.2127802898496523
0.4868512242984235,0.2431699465560164
0.4867870622358821,0.2735566293336461
0.4867158750462851,0.3039399894736323
0.4866378342258074,0.334319686271591
0.4865531277816211,0.3646953878484503
0.4864619597789698,0.3950667719499756
0.4863645498495572,0.4254335267231085
0.4862611326624354,0.4557953514672484
0.4861519573586663,0.4861519573586663
0.4557953514672484,0.4862611326624354
0.4254335267231085,0.4863645498495572
0.3950667719499756,0.4864619597789698
0.3646953878484503,0.4865531277816211
